Country,Coffee type,Year Start,Year End,Total Production
Rwanda,Arabica,1483228800,1514678400,15840000.0
Timor-Leste,Arabica,1483228800,1514678400,3900000.0
Zimbabwe,Arabica,1483228800,1514678400,420000.0
Congo,Robusta,1483228800,1514678400,180000.0
Cuba,Arabica,1483228800,1514678400,6780000.0
Dominican Republic,Arabica/Robusta,1483228800,1514678400,24720000.0
Haiti,Arabica,1483228800,1514678400,20520000.0
Philippines,Robusta/Arabica,1483228800,1514678400,12180000.0
Tanzania,Arabica/Robusta,1483228800,1514678400,46980000.0
Zambia,Arabica,1483228800,1514678400,1140000.0
Cameroon,Robusta/Arabica,1483228800,1514678400,22200000.0
Central African Republic,Robusta,1483228800,1514678400,3600000.0
Colombia,Arabica,1483228800,1514678400,829440000.0
Costa Rica,Arabica,1483228800,1514678400,93660000.0
Côte d'Ivoire,Robusta,1483228800,1514678400,97440000.0
Democratic Republic of Congo,Robusta/Arabica,1483228800,1514678400,22920000.0
El Salvador,Arabica,1483228800,1514678400,45600000.0
Equatorial Guinea,Robusta,1483228800,1514678400,0.0
Ethiopia,Arabica,1483228800,1514678400,440820000.0
Gabon,Robusta,1483228800,1514678400,0.0
Ghana,Robusta,1483228800,1514678400,780000.0
Guatemala,Arabica/Robusta,1483228800,1514678400,224040000.0
Guinea,Robusta,1483228800,1514678400,13740000.0
Guyana,Robusta,1483228800,1514678400,600000.0
Honduras,Arabica,1483228800,1514678400,453600000.0
India,Robusta/Arabica,1483228800,1514678400,348780000.0
Jamaica,Arabica,1483228800,1514678400,1140000.0
Kenya,Arabica,1483228800,1514678400,47400000.0
Lao People's Democratic Republic,Robusta,1483228800,1514678400,31980000.0
Liberia,Robusta,1483228800,1514678400,960000.0
Mexico,Arabica/Robusta,1483228800,1514678400,269100000.0
Nepal,Arabica,1483228800,1514678400,120000.0
Nicaragua,Arabica,1483228800,1514678400,158520000.0
Nigeria,Robusta,1483228800,1514678400,2520000.0
Panama,Arabica,1483228800,1514678400,6300000.0
Sierra Leone,Robusta,1483228800,1514678400,2280000.0
Sri Lanka,Robusta/Arabica,1483228800,1514678400,2220000.0
Thailand,Robusta/Arabica,1483228800,1514678400,38280000.0
Togo,Robusta,1483228800,1514678400,6900000.0
Trinidad & Tobago,Robusta,1483228800,1514678400,720000.0
Uganda,Robusta/Arabica,1483228800,1514678400,275820000.0
Venezuela,Arabica,1483228800,1514678400,34320000.0
Viet Nam,Robusta/Arabica,1483228800,1514678400,2005920000.0
Yemen,Arabica,1483228800,1514678400,7920000.0
Angola,Robusta/Arabica,1514764800,1546214400,2520000.0
Bolivia,Arabica,1514764800,1546214400,4980000.0
Brazil,Arabica/Robusta,1514764800,1546214400,3907860000.0
Burundi,Arabica/Robusta,1514764800,1546214400,12240000.0
Ecuador,Arabica/Robusta,1514764800,1546214400,29760000.0
Indonesia,Robusta/Arabica,1514764800,1546214400,577080000.0
Madagascar,Robusta,1514764800,1546214400,22740000.0
Malawi,Arabica,1514764800,1546214400,780000.0
Papua New Guinea,Arabica/Robusta,1514764800,1546214400,55800000.0
Paraguay,Arabica,1514764800,1546214400,1200000.0
Peru,Arabica,1514764800,1546214400,255780000.0
Rwanda,Arabica,1514764800,1546214400,22800000.0
Timor-Leste,Arabica,1514764800,1546214400,8340000.0
Zimbabwe,Arabica,1514764800,1546214400,600000.0
Congo,Robusta,1514764800,1546214400,180000.0
Cuba,Arabica,1514764800,1546214400,7680000.0
Dominican Republic,Arabica/Robusta,1514764800,1546214400,25860000.0
Haiti,Arabica,1514764800,1546214400,20820000.0
Philippines,Robusta/Arabica,1514764800,1546214400,12360000.0
Tanzania,Arabica/Robusta,1514764800,1546214400,70500000.0
Zambia,Arabica,1514764800,1546214400,2040000.0
Cameroon,Robusta/Arabica,1514764800,1546214400,18600000.0
Central African Republic,Robusta,1514764800,1546214400,2220000.0
Colombia,Arabica,1514764800,1546214400,831960000.0
Costa Rica,Arabica,1514764800,1546214400,85620000.0
Côte d'Ivoire,Robusta,1514764800,1546214400,130500000.0
Democratic Republic of Congo,Robusta/Arabica,1514764800,1546214400,23820000.0
El Salvador,Arabica,1514764800,1546214400,45660000.0
Equatorial Guinea,Robusta,1514764800,1546214400,0.0
Ethiopia,Arabica,1514764800,1546214400,450660000.0
Gabon,Robusta,1514764800,1546214400,60000.0
Ghana,Robusta,1514764800,1546214400,900000.0
Guatemala,Arabica/Robusta,1514764800,1546214400,240420000.0
Guinea,Robusta,1514764800,1546214400,9180000.0
Guyana,Robusta,1514764800,1546214400,600000.0
Honduras,Arabica,1514764800,1546214400,429180000.0
India,Robusta/Arabica,1514764800,1546214400,319500000.0
Jamaica,Arabica,1514764800,1546214400,1080000.0
Kenya,Arabica,1514764800,1546214400,55800000.0
Lao People's Democratic Republic,Robusta,1514764800,1546214400,38820000.0
Liberia,Robusta,1514764800,1546214400,360000.0
Mexico,Arabica/Robusta,1514764800,1546214400,261060000.0
Nepal,Arabica,1514764800,1546214400,60000.0
Nicaragua,Arabica,1514764800,1546214400,172740000.0
Nigeria,Robusta,1514764800,1546214400,2520000.0
Panama,Arabica,1514764800,1546214400,7680000.0
Sierra Leone,Robusta,1514764800,1546214400,2700000.0
Sri Lanka,Robusta/Arabica,1514764800,1546214400,2160000.0
Thailand,Robusta/Arabica,1514764800,1546214400,28920000.0
Togo,Robusta,1514764800,1546214400,3240000.0
Trinidad & Tobago,Robusta,1514764800,1546214400,780000.0
Uganda,Robusta/Arabica,1514764800,1546214400,282240000.0
Venezuela,Arabica,1514764800,1546214400,34680000.0
Viet Nam,Robusta/Arabica,1514764800,1546214400,1816980000.0
Yemen,Arabica,1514764800,1546214400,5160000.0
Angola,Robusta/Arabica,1546300800,1577750400,3120000.0
Bolivia,Arabica,1546300800,1577750400,4860000.0
Brazil,Arabica/Robusta,1546300800,1577750400,3492660000.0
Burundi,Arabica/Robusta,1546300800,1577750400,16320000.0
Ecuador,Arabica/Robusta,1546300800,1577750400,33540000.0
Indonesia,Robusta/Arabica,1546300800,1577750400,685980000.0
Madagascar,Robusta,1546300800,1577750400,22980000.0
Malawi,Arabica,1546300800,1577750400,960000.0
Papua New Guinea,Arabica/Robusta,1546300800,1577750400,45120000.0
Paraguay,Arabica,1546300800,1577750400,1200000.0
Peru,Arabica,1546300800,1577750400,230160000.0
Rwanda,Arabica,1546300800,1577750400,20880000.0
Timor-Leste,Arabica,1546300800,1577750400,6180000.0
Zimbabwe,Arabica,1546300800,1577750400,540000.0
Congo,Robusta,1546300800,1577750400,180000.0
Cuba,Arabica,1546300800,1577750400,7800000.0
Dominican Republic,Arabica/Robusta,1546300800,1577750400,24120000.0
Haiti,Arabica,1546300800,1577750400,20820000.0
Philippines,Robusta/Arabica,1546300800,1577750400,18420000.0
Tanzania,Arabica/Robusta,1546300800,1577750400,55560000.0
Zambia,Arabica,1546300800,1577750400,900000.0
Cameroon,Robusta/Arabica,1546300800,1577750400,16080000.0
Central African Republic,Robusta,1546300800,1577750400,3300000.0
Colombia,Arabica,1546300800,1577750400,846000000.0
Costa Rica,Arabica,1546300800,1577750400,88320000.0
Côte d'Ivoire,Robusta,1546300800,1577750400,115740000.0
Democratic Republic of Congo,Robusta/Arabica,1546300800,1577750400,23460000.0
El Salvador,Arabica,1546300800,1577750400,39660000.0
Equatorial Guinea,Robusta,1546300800,1577750400,0.0
Ethiopia,Arabica,1546300800,1577750400,440580000.0
Gabon,Robusta,1546300800,1577750400,0.0
Ghana,Robusta,1546300800,1577750400,840000.0
Guatemala,Arabica/Robusta,1546300800,1577750400,216360000.0
Guinea,Robusta,1546300800,1577750400,10680000.0
Guyana,Robusta,1546300800,1577750400,600000.0
Honduras,Arabica,1546300800,1577750400,355860000.0
India,Robusta/Arabica,1546300800,1577750400,299280000.0
Jamaica,Arabica,1546300800,1577750400,1380000.0
Kenya,Arabica,1546300800,1577750400,50640000.0
Lao People's Democratic Republic,Robusta,1546300800,1577750400,37320000.0
Liberia,Robusta,1546300800,1577750400,360000.0
Mexico,Arabica/Robusta,1546300800,1577750400,239100000.0
Nepal,Arabica,1546300800,1577750400,60000.0
Nicaragua,Arabica,1546300800,1577750400,172920000.0
Nigeria,Robusta,1546300800,1577750400,2520000.0
Panama,Arabica,1546300800,1577750400,6840000.0
Sierra Leone,Robusta,1546300800,1577750400,2400000.0
Sri Lanka,Robusta/Arabica,1546300800,1577750400,2160000.0
Thailand,Robusta/Arabica,1546300800,1577750400,31020000.0
Togo,Robusta,1546300800,1577750400,2460000.0
Trinidad & Tobago,Robusta,1546300800,1577750400,720000.0
Uganda,Robusta/Arabica,1546300800,1577750400,330540000.0
Venezuela,Arabica,1546300800,1577750400,39000000.0
Viet Nam,Robusta/Arabica,1546300800,1577750400,1829220000.0
Yemen,Arabica,1546300800,1577750400,5460000.0
