Country,City,Latitude,Longitude,Coffee type,Years,Total Production,Global Price of Arabica Coffee (US cents per a lb),Global Price of Robusta Coffee (US cents per a lb),Oceanic Index,El Nino or La Nina Year,Magnitude
India,Chikmagalur Town,13.3167,75.7833,Arabica/Robusta,2012,324180000.0,186.44,102.84,-0.0666666666666666,La Nina,Neutral
Jamaica,Blue Mountain Peak,18.0442,-76.5796,Arabica,2012,1440000.0,186.44,102.84,-0.0666666666666666,La Nina,Neutral
Kenya,Nyeri Town,-0.4201,36.9476,Arabica,2012,52500000.0,186.44,102.84,-0.0666666666666666,La Nina,Neutral
Lao People's Democratic Republic,Paksong,15.1333,106.3833,Robusta,2012,32460000.0,186.44,102.84,-0.0666666666666666,La Nina,Neutral
Liberia,Gbarnga,7.0104,-9.49,Robusta,2012,600000.0,186.44,102.84,-0.0666666666666666,La Nina,Neutral
Mexico,Coatepec,19.4533,-96.9614,Arabica/Robusta,2012,259620000.0,186.44,102.84,-0.0666666666666666,La Nina,Neutral
Nepal,Baglung,28.2719,83.5898,Arabica,2012,60000.0,186.44,102.84,-0.0666666666666666,La Nina,Neutral
Nicaragua,Matagalpa City,12.9171,-85.9167,Arabica,2012,112380000.0,186.44,102.84,-0.0666666666666666,La Nina,Neutral
Nigeria,Jos,9.9285,8.8921,Robusta,2012,2460000.0,186.44,102.84,-0.0666666666666666,La Nina,Neutral
Panama,Boquete,8.7783,-82.4324,Arabica,2012,6960000.0,186.44,102.84,-0.0666666666666666,La Nina,Neutral
Sierra Leone,Kenema City,7.8758,-11.1875,Robusta,2012,3660000.0,186.44,102.84,-0.0666666666666666,La Nina,Neutral
Sri Lanka,Bandarawela,6.8259,80.9982,Arabica/Robusta,2012,2100000.0,186.44,102.84,-0.0666666666666666,La Nina,Neutral
Thailand,Chiang Mai City,18.7883,98.9853,Arabica/Robusta,2012,36480000.0,186.44,102.84,-0.0666666666666666,La Nina,Neutral
Togo,Sokodé,8.9833,1.1333,Robusta,2012,5040000.0,186.44,102.84,-0.0666666666666666,La Nina,Neutral
Trinidad & Tobago,Scarborough,11.1833,-60.7333,Robusta,2012,720000.0,186.44,102.84,-0.0666666666666666,La Nina,Neutral
Uganda,Mbale,1.0761,34.1756,Arabica/Robusta,2012,234840000.0,186.44,102.84,-0.0666666666666666,La Nina,Neutral
Venezuela,San Cristóbal,7.7669,-72.225,Arabica,2012,57120000.0,186.44,102.84,-0.0666666666666666,La Nina,Neutral
Yemen,Taiz,13.5795,44.0209,Arabica,2012,11280000.0,186.44,102.84,-0.0666666666666666,La Nina,Neutral
Angola,Bailundo,-12.165,15.3694,Arabica/Robusta,2013,2100000.0,139.48,94.12,-0.1833333333333333,La Nina,Neutral
Bolivia,Coroico,-16.1889,-67.7273,Arabica,2013,7200000.0,139.48,94.12,-0.1833333333333333,La Nina,Neutral
Brazil,Poços de Caldas,-21.78,-46.5692,Arabica/Robusta,2013,3281340000.0,139.48,94.12,-0.1833333333333333,La Nina,Neutral
Burundi,Bukeye,-3.083,29.367,Arabica/Robusta,2013,9780000.0,139.48,94.12,-0.1833333333333333,La Nina,Neutral
Ecuador,Zamora,-4.0692,-78.9567,Arabica/Robusta,2013,39960000.0,139.48,94.12,-0.1833333333333333,La Nina,Neutral
Indonesia,Medan (Sumatra),3.5952,98.6722,Arabica/Robusta,2013,774060000.0,139.48,94.12,-0.1833333333333333,La Nina,Neutral
Madagascar,Antsirabe,-19.865,47.0333,Robusta,2013,35040000.0,139.48,94.12,-0.1833333333333333,La Nina,Neutral
Malawi,Thyolo Town,-16.0703,35.1471,Arabica,2013,1680000.0,139.48,94.12,-0.1833333333333333,La Nina,Neutral
Papua New Guinea,Goroka,-6.083,145.3874,Arabica/Robusta,2013,50100000.0,139.48,94.12,-0.1833333333333333,La Nina,Neutral
Paraguay,Villarrica,-25.75,-56.4333,Arabica,2013,1200000.0,139.48,94.12,-0.1833333333333333,La Nina,Neutral
Peru,Jaén,-5.7091,-78.8047,Arabica,2013,246360000.0,139.48,94.12,-0.1833333333333333,La Nina,Neutral
Rwanda,Huye (Butare),-2.6138,29.7372,Arabica,2013,15480000.0,139.48,94.12,-0.1833333333333333,La Nina,Neutral
Timor-Leste,Ermera,-8.7543,125.3968,Arabica,2013,4800000.0,139.48,94.12,-0.1833333333333333,La Nina,Neutral
Zimbabwe,Mutare City,-18.9707,32.6709,Arabica,2013,540000.0,139.48,94.12,-0.1833333333333333,La Nina,Neutral
Cuba,Santiago de Cuba,20.0169,-75.8302,Arabica,2013,6420000.0,139.48,94.12,-0.1833333333333333,La Nina,Neutral
Dominican Republic,Constanza,18.9092,-70.7506,Arabica/Robusta,2013,25500000.0,139.48,94.12,-0.1833333333333333,La Nina,Neutral
Haiti,Dondon,19.533,-72.2,Arabica,2013,20700000.0,139.48,94.12,-0.1833333333333333,La Nina,Neutral
Philippines,Baguio,16.4023,120.596,Arabica/Robusta,2013,11160000.0,139.48,94.12,-0.1833333333333333,La Nina,Neutral
Tanzania,Moshi,-3.3349,37.3404,Arabica/Robusta,2013,48660000.0,139.48,94.12,-0.1833333333333333,La Nina,Neutral
Zambia,Chipata City,-13.6333,32.65,Arabica,2013,660000.0,139.48,94.12,-0.1833333333333333,La Nina,Neutral
Cameroon,Dschang,5.447,10.05,Arabica/Robusta,2013,24240000.0,139.48,94.12,-0.1833333333333333,La Nina,Neutral
Central African Republic,Berbérati,4.2611,15.7922,Robusta,2013,5400000.0,139.48,94.12,-0.1833333333333333,La Nina,Neutral
Colombia,Armenia,4.5361,-75.6757,Arabica,2013,727440000.0,139.48,94.12,-0.1833333333333333,La Nina,Neutral
Costa Rica,San Marcos,9.6635,-84.0167,Arabica,2013,93120000.0,139.48,94.12,-0.1833333333333333,La Nina,Neutral
Côte d'Ivoire,Abengourou,6.7303,-3.483,Robusta,2013,155880000.0,139.48,94.12,-0.1833333333333333,La Nina,Neutral
Democratic Republic of Congo,Goma,-1.6792,29.2228,Arabica/Robusta,2013,20820000.0,139.48,94.12,-0.1833333333333333,La Nina,Neutral
El Salvador,Apaneca,13.8659,-89.8434,Arabica,2013,30900000.0,139.48,94.12,-0.1833333333333333,La Nina,Neutral
Equatorial Guinea,Bata,1.8639,9.7658,Robusta,2013,0.0,139.48,94.12,-0.1833333333333333,La Nina,Neutral
Ethiopia,Jimma,7.6792,36.834,Arabica,2013,374520000.0,139.48,94.12,-0.1833333333333333,La Nina,Neutral
Gabon,Franceville,-1.6333,13.5833,Robusta,2013,0.0,139.48,94.12,-0.1833333333333333,La Nina,Neutral
Ghana,Akuapim South,5.8598,-0.1867,Robusta,2013,1500000.0,139.48,94.12,-0.1833333333333333,La Nina,Neutral
Guatemala,Antigua Guatemala,14.5586,-90.7295,Arabica/Robusta,2013,191340000.0,139.48,94.12,-0.1833333333333333,La Nina,Neutral
Guinea,Siguiri,11.422,-9.168,Robusta,2013,6060000.0,139.48,94.12,-0.1833333333333333,La Nina,Neutral
Guyana,New Amsterdam,6.25,-57.5167,Robusta,2013,780000.0,139.48,94.12,-0.1833333333333333,La Nina,Neutral
Honduras,Santa Rosa de Copán,14.7667,-88.7833,Arabica,2013,274980000.0,139.48,94.12,-0.1833333333333333,La Nina,Neutral
India,Chikmagalur Town,13.3167,75.7833,Arabica/Robusta,2013,304500000.0,139.48,94.12,-0.1833333333333333,La Nina,Neutral
Jamaica,Blue Mountain Peak,18.0442,-76.5796,Arabica,2013,1200000.0,139.48,94.12,-0.1833333333333333,La Nina,Neutral
Kenya,Nyeri Town,-0.4201,36.9476,Arabica,2013,50580000.0,139.48,94.12,-0.1833333333333333,La Nina,Neutral
Lao People's Democratic Republic,Paksong,15.1333,106.3833,Robusta,2013,32640000.0,139.48,94.12,-0.1833333333333333,La Nina,Neutral
Liberia,Gbarnga,7.0104,-9.49,Robusta,2013,360000.0,139.48,94.12,-0.1833333333333333,La Nina,Neutral
Mexico,Coatepec,19.4533,-96.9614,Arabica/Robusta,2013,234960000.0,139.48,94.12,-0.1833333333333333,La Nina,Neutral
Nepal,Baglung,28.2719,83.5898,Arabica,2013,60000.0,139.48,94.12,-0.1833333333333333,La Nina,Neutral
Nicaragua,Matagalpa City,12.9171,-85.9167,Arabica,2013,123600000.0,139.48,94.12,-0.1833333333333333,La Nina,Neutral
Nigeria,Jos,9.9285,8.8921,Robusta,2013,2460000.0,139.48,94.12,-0.1833333333333333,La Nina,Neutral
Panama,Boquete,8.7783,-82.4324,Arabica,2013,6780000.0,139.48,94.12,-0.1833333333333333,La Nina,Neutral
Sierra Leone,Kenema City,7.8758,-11.1875,Robusta,2013,1920000.0,139.48,94.12,-0.1833333333333333,La Nina,Neutral
Sri Lanka,Bandarawela,6.8259,80.9982,Arabica/Robusta,2013,2220000.0,139.48,94.12,-0.1833333333333333,La Nina,Neutral
Thailand,Chiang Mai City,18.7883,98.9853,Arabica/Robusta,2013,38280000.0,139.48,94.12,-0.1833333333333333,La Nina,Neutral
Togo,Sokodé,8.9833,1.1333,Robusta,2013,10320000.0,139.48,94.12,-0.1833333333333333,La Nina,Neutral
Trinidad & Tobago,Scarborough,11.1833,-60.7333,Robusta,2013,720000.0,139.48,94.12,-0.1833333333333333,La Nina,Neutral
Uganda,Mbale,1.0761,34.1756,Arabica/Robusta,2013,217980000.0,139.48,94.12,-0.1833333333333333,La Nina,Neutral
Venezuela,San Cristóbal,7.7669,-72.225,Arabica,2013,48240000.0,139.48,94.12,-0.1833333333333333,La Nina,Neutral
Yemen,Taiz,13.5795,44.0209,Arabica,2013,11220000.0,139.48,94.12,-0.1833333333333333,La Nina,Neutral
Angola,Bailundo,-12.165,15.3694,Arabica/Robusta,2014,2340000.0,200.36,100.42,0.5666666666666667,El Nino,Weak
Bolivia,Coroico,-16.1889,-67.7273,Arabica,2014,6000000.0,200.36,100.42,0.5666666666666667,El Nino,Weak
Brazil,Poços de Caldas,-21.78,-46.5692,Arabica/Robusta,2014,3198300000.0,200.36,100.42,0.5666666666666667,El Nino,Weak
Burundi,Bukeye,-3.083,29.367,Arabica/Robusta,2014,14880000.0,200.36,100.42,0.5666666666666667,El Nino,Weak
Ecuador,Zamora,-4.0692,-78.9567,Arabica/Robusta,2014,38640000.0,200.36,100.42,0.5666666666666667,El Nino,Weak
Indonesia,Medan (Sumatra),3.5952,98.6722,Arabica/Robusta,2014,656760000.0,200.36,100.42,0.5666666666666667,El Nino,Weak
Madagascar,Antsirabe,-19.865,47.0333,Robusta,2014,30060000.0,200.36,100.42,0.5666666666666667,El Nino,Weak
Malawi,Thyolo Town,-16.0703,35.1471,Arabica,2014,1500000.0,200.36,100.42,0.5666666666666667,El Nino,Weak
Papua New Guinea,Goroka,-6.083,145.3874,Arabica/Robusta,2014,47880000.0,200.36,100.42,0.5666666666666667,El Nino,Weak
Paraguay,Villarrica,-25.75,-56.4333,Arabica,2014,1200000.0,200.36,100.42,0.5666666666666667,El Nino,Weak
Peru,Jaén,-5.7091,-78.8047,Arabica,2014,172980000.0,200.36,100.42,0.5666666666666667,El Nino,Weak
Rwanda,Huye (Butare),-2.6138,29.7372,Arabica,2014,14280000.0,200.36,100.42,0.5666666666666667,El Nino,Weak
Timor-Leste,Ermera,-8.7543,125.3968,Arabica,2014,6660000.0,200.36,100.42,0.5666666666666667,El Nino,Weak
Zimbabwe,Mutare City,-18.9707,32.6709,Arabica,2014,900000.0,200.36,100.42,0.5666666666666667,El Nino,Weak
Cuba,Santiago de Cuba,20.0169,-75.8302,Arabica,2014,6060000.0,200.36,100.42,0.5666666666666667,El Nino,Weak
Dominican Republic,Constanza,18.9092,-70.7506,Arabica/Robusta,2014,23820000.0,200.36,100.42,0.5666666666666667,El Nino,Weak
Haiti,Dondon,19.533,-72.2,Arabica,2014,20580000.0,200.36,100.42,0.5666666666666667,El Nino,Weak
Philippines,Baguio,16.4023,120.596,Arabica/Robusta,2014,11580000.0,200.36,100.42,0.5666666666666667,El Nino,Weak
Tanzania,Moshi,-3.3349,37.3404,Arabica/Robusta,2014,45180000.0,200.36,100.42,0.5666666666666667,El Nino,Weak
Zambia,Chipata City,-13.6333,32.65,Arabica,2014,180000.0,200.36,100.42,0.5666666666666667,El Nino,Weak
Cameroon,Dschang,5.447,10.05,Arabica/Robusta,2014,28980000.0,200.36,100.42,0.5666666666666667,El Nino,Weak
Central African Republic,Berbérati,4.2611,15.7922,Robusta,2014,3780000.0,200.36,100.42,0.5666666666666667,El Nino,Weak
Colombia,Armenia,4.5361,-75.6757,Arabica,2014,799980000.0,200.36,100.42,0.5666666666666667,El Nino,Weak
Costa Rica,San Marcos,9.6635,-84.0167,Arabica,2014,88500000.0,200.36,100.42,0.5666666666666667,El Nino,Weak
Côte d'Ivoire,Abengourou,6.7303,-3.483,Robusta,2014,103680000.0,200.36,100.42,0.5666666666666667,El Nino,Weak
Democratic Republic of Congo,Goma,-1.6792,29.2228,Arabica/Robusta,2014,20100000.0,200.36,100.42,0.5666666666666667,El Nino,Weak
El Salvador,Apaneca,13.8659,-89.8434,Arabica,2014,39900000.0,200.36,100.42,0.5666666666666667,El Nino,Weak
Equatorial Guinea,Bata,1.8639,9.7658,Robusta,2014,0.0,200.36,100.42,0.5666666666666667,El Nino,Weak
Ethiopia,Jimma,7.6792,36.834,Arabica,2014,382980000.0,200.36,100.42,0.5666666666666667,El Nino,Weak
Gabon,Franceville,-1.6333,13.5833,Robusta,2014,60000.0,200.36,100.42,0.5666666666666667,El Nino,Weak
Ghana,Akuapim South,5.8598,-0.1867,Robusta,2014,2100000.0,200.36,100.42,0.5666666666666667,El Nino,Weak
Guatemala,Antigua Guatemala,14.5586,-90.7295,Arabica/Robusta,2014,198600000.0,200.36,100.42,0.5666666666666667,El Nino,Weak
Guinea,Siguiri,11.422,-9.168,Robusta,2014,9900000.0,200.36,100.42,0.5666666666666667,El Nino,Weak
Guyana,New Amsterdam,6.25,-57.5167,Robusta,2014,540000.0,200.36,100.42,0.5666666666666667,El Nino,Weak
Honduras,Santa Rosa de Copán,14.7667,-88.7833,Arabica,2014,316080000.0,200.36,100.42,0.5666666666666667,El Nino,Weak
India,Chikmagalur Town,13.3167,75.7833,Arabica/Robusta,2014,327000000.0,200.36,100.42,0.5666666666666667,El Nino,Weak
Jamaica,Blue Mountain Peak,18.0442,-76.5796,Arabica,2014,1260000.0,200.36,100.42,0.5666666666666667,El Nino,Weak
Kenya,Nyeri Town,-0.4201,36.9476,Arabica,2014,46200000.0,200.36,100.42,0.5666666666666667,El Nino,Weak
Lao People's Democratic Republic,Paksong,15.1333,106.3833,Robusta,2014,33120000.0,200.36,100.42,0.5666666666666667,El Nino,Weak
Liberia,Gbarnga,7.0104,-9.49,Robusta,2014,420000.0,200.36,100.42,0.5666666666666667,El Nino,Weak
Mexico,Coatepec,19.4533,-96.9614,Arabica/Robusta,2014,218160000.0,200.36,100.42,0.5666666666666667,El Nino,Weak
Nepal,Baglung,28.2719,83.5898,Arabica,2014,120000.0,200.36,100.42,0.5666666666666667,El Nino,Weak
Nicaragua,Matagalpa City,12.9171,-85.9167,Arabica,2014,113880000.0,200.36,100.42,0.5666666666666667,El Nino,Weak
Nigeria,Jos,9.9285,8.8921,Robusta,2014,2580000.0,200.36,100.42,0.5666666666666667,El Nino,Weak
Panama,Boquete,8.7783,-82.4324,Arabica,2014,6360000.0,200.36,100.42,0.5666666666666667,El Nino,Weak
Sierra Leone,Kenema City,7.8758,-11.1875,Robusta,2014,2760000.0,200.36,100.42,0.5666666666666667,El Nino,Weak
Sri Lanka,Bandarawela,6.8259,80.9982,Arabica/Robusta,2014,2160000.0,200.36,100.42,0.5666666666666667,El Nino,Weak
Thailand,Chiang Mai City,18.7883,98.9853,Arabica/Robusta,2014,50700000.0,200.36,100.42,0.5666666666666667,El Nino,Weak
Togo,Sokodé,8.9833,1.1333,Robusta,2014,8580000.0,200.36,100.42,0.5666666666666667,El Nino,Weak
Trinidad & Tobago,Scarborough,11.1833,-60.7333,Robusta,2014,720000.0,200.36,100.42,0.5666666666666667,El Nino,Weak
Uganda,Mbale,1.0761,34.1756,Arabica/Robusta,2014,224640000.0,200.36,100.42,0.5666666666666667,El Nino,Weak
Venezuela,San Cristóbal,7.7669,-72.225,Arabica,2014,39000000.0,200.36,100.42,0.5666666666666667,El Nino,Weak
Yemen,Taiz,13.5795,44.0209,Arabica,2014,10680000.0,200.36,100.42,0.5666666666666667,El Nino,Weak
Angola,Bailundo,-12.165,15.3694,Arabica/Robusta,2015,2460000.0,159.9,88.04,1.7333333333333334,El Nino,Strong
Bolivia,Coroico,-16.1889,-67.7273,Arabica,2015,5040000.0,159.9,88.04,1.7333333333333334,El Nino,Strong
Brazil,Poços de Caldas,-21.78,-46.5692,Arabica/Robusta,2015,3172260000.0,159.9,88.04,1.7333333333333334,El Nino,Strong
Burundi,Bukeye,-3.083,29.367,Arabica/Robusta,2015,16140000.0,159.9,88.04,1.7333333333333334,El Nino,Strong
Ecuador,Zamora,-4.0692,-78.9567,Arabica/Robusta,2015,38640000.0,159.9,88.04,1.7333333333333334,El Nino,Strong
Indonesia,Medan (Sumatra),3.5952,98.6722,Arabica/Robusta,2015,755100000.0,159.9,88.04,1.7333333333333334,El Nino,Strong
Madagascar,Antsirabe,-19.865,47.0333,Robusta,2015,24840000.0,159.9,88.04,1.7333333333333334,El Nino,Strong
Malawi,Thyolo Town,-16.0703,35.1471,Arabica,2015,1260000.0,159.9,88.04,1.7333333333333334,El Nino,Strong
Papua New Guinea,Goroka,-6.083,145.3874,Arabica/Robusta,2015,42720000.0,159.9,88.04,1.7333333333333334,El Nino,Strong
Paraguay,Villarrica,-25.75,-56.4333,Arabica,2015,1200000.0,159.9,88.04,1.7333333333333334,El Nino,Strong
Peru,Jaén,-5.7091,-78.8047,Arabica,2015,198240000.0,159.9,88.04,1.7333333333333334,El Nino,Strong
Rwanda,Huye (Butare),-2.6138,29.7372,Arabica,2015,17580000.0,159.9,88.04,1.7333333333333334,El Nino,Strong
Timor-Leste,Ermera,-8.7543,125.3968,Arabica,2015,3540000.0,159.9,88.04,1.7333333333333334,El Nino,Strong
Zimbabwe,Mutare City,-18.9707,32.6709,Arabica,2015,840000.0,159.9,88.04,1.7333333333333334,El Nino,Strong
Cuba,Santiago de Cuba,20.0169,-75.8302,Arabica,2015,6000000.0,159.9,88.04,1.7333333333333334,El Nino,Strong
Dominican Republic,Constanza,18.9092,-70.7506,Arabica/Robusta,2015,24000000.0,159.9,88.04,1.7333333333333334,El Nino,Strong
Haiti,Dondon,19.533,-72.2,Arabica,2015,20460000.0,159.9,88.04,1.7333333333333334,El Nino,Strong
Philippines,Baguio,16.4023,120.596,Arabica/Robusta,2015,12480000.0,159.9,88.04,1.7333333333333334,El Nino,Strong
Tanzania,Moshi,-3.3349,37.3404,Arabica/Robusta,2015,55800000.0,159.9,88.04,1.7333333333333334,El Nino,Strong
Zambia,Chipata City,-13.6333,32.65,Arabica,2015,240000.0,159.9,88.04,1.7333333333333334,El Nino,Strong
Cameroon,Dschang,5.447,10.05,Arabica/Robusta,2015,23460000.0,159.9,88.04,1.7333333333333334,El Nino,Strong
Central African Republic,Berbérati,4.2611,15.7922,Robusta,2015,6000000.0,159.9,88.04,1.7333333333333334,El Nino,Strong
Colombia,Armenia,4.5361,-75.6757,Arabica,2015,840540000.0,159.9,88.04,1.7333333333333334,El Nino,Strong
Costa Rica,San Marcos,9.6635,-84.0167,Arabica,2015,86400000.0,159.9,88.04,1.7333333333333334,El Nino,Strong
Côte d'Ivoire,Abengourou,6.7303,-3.483,Robusta,2015,77340000.0,159.9,88.04,1.7333333333333334,El Nino,Strong
Democratic Republic of Congo,Goma,-1.6792,29.2228,Arabica/Robusta,2015,22260000.0,159.9,88.04,1.7333333333333334,El Nino,Strong
El Salvador,Apaneca,13.8659,-89.8434,Arabica,2015,33900000.0,159.9,88.04,1.7333333333333334,El Nino,Strong
Equatorial Guinea,Bata,1.8639,9.7658,Robusta,2015,0.0,159.9,88.04,1.7333333333333334,El Nino,Strong
Ethiopia,Jimma,7.6792,36.834,Arabica,2015,390900000.0,159.9,88.04,1.7333333333333334,El Nino,Strong
Gabon,Franceville,-1.6333,13.5833,Robusta,2015,60000.0,159.9,88.04,1.7333333333333334,El Nino,Strong
Ghana,Akuapim South,5.8598,-0.1867,Robusta,2015,2160000.0,159.9,88.04,1.7333333333333334,El Nino,Strong
Guatemala,Antigua Guatemala,14.5586,-90.7295,Arabica/Robusta,2015,204600000.0,159.9,88.04,1.7333333333333334,El Nino,Strong
Guinea,Siguiri,11.422,-9.168,Robusta,2015,17160000.0,159.9,88.04,1.7333333333333334,El Nino,Strong
Guyana,New Amsterdam,6.25,-57.5167,Robusta,2015,660000.0,159.9,88.04,1.7333333333333334,El Nino,Strong
Honduras,Santa Rosa de Copán,14.7667,-88.7833,Arabica,2015,347160000.0,159.9,88.04,1.7333333333333334,El Nino,Strong
India,Chikmagalur Town,13.3167,75.7833,Arabica/Robusta,2015,349800000.0,159.9,88.04,1.7333333333333334,El Nino,Strong
Jamaica,Blue Mountain Peak,18.0442,-76.5796,Arabica,2015,1200000.0,159.9,88.04,1.7333333333333334,El Nino,Strong
Kenya,Nyeri Town,-0.4201,36.9476,Arabica,2015,47940000.0,159.9,88.04,1.7333333333333334,El Nino,Strong
Lao People's Democratic Republic,Paksong,15.1333,106.3833,Robusta,2015,32100000.0,159.9,88.04,1.7333333333333334,El Nino,Strong
Liberia,Gbarnga,7.0104,-9.49,Robusta,2015,600000.0,159.9,88.04,1.7333333333333334,El Nino,Strong
Mexico,Coatepec,19.4533,-96.9614,Arabica/Robusta,2015,166320000.0,159.9,88.04,1.7333333333333334,El Nino,Strong
Nepal,Baglung,28.2719,83.5898,Arabica,2015,120000.0,159.9,88.04,1.7333333333333334,El Nino,Strong
Nicaragua,Matagalpa City,12.9171,-85.9167,Arabica,2015,127800000.0,159.9,88.04,1.7333333333333334,El Nino,Strong
Nigeria,Jos,9.9285,8.8921,Robusta,2015,2460000.0,159.9,88.04,1.7333333333333334,El Nino,Strong
Panama,Boquete,8.7783,-82.4324,Arabica,2015,7620000.0,159.9,88.04,1.7333333333333334,El Nino,Strong
Sierra Leone,Kenema City,7.8758,-11.1875,Robusta,2015,2760000.0,159.9,88.04,1.7333333333333334,El Nino,Strong
Sri Lanka,Bandarawela,6.8259,80.9982,Arabica/Robusta,2015,2160000.0,159.9,88.04,1.7333333333333334,El Nino,Strong
Thailand,Chiang Mai City,18.7883,98.9853,Arabica/Robusta,2015,45720000.0,159.9,88.04,1.7333333333333334,El Nino,Strong
Togo,Sokodé,8.9833,1.1333,Robusta,2015,4860000.0,159.9,88.04,1.7333333333333334,El Nino,Strong
Trinidad & Tobago,Scarborough,11.1833,-60.7333,Robusta,2015,720000.0,159.9,88.04,1.7333333333333334,El Nino,Strong
Uganda,Mbale,1.0761,34.1756,Arabica/Robusta,2015,219000000.0,159.9,88.04,1.7333333333333334,El Nino,Strong
Venezuela,San Cristóbal,7.7669,-72.225,Arabica,2015,30000000.0,159.9,88.04,1.7333333333333334,El Nino,Strong
Yemen,Taiz,13.5795,44.0209,Arabica,2015,9360000.0,159.9,88.04,1.7333333333333334,El Nino,Strong
Angola,Bailundo,-12.165,15.3694,Arabica/Robusta,2016,2700000.0,163.84,88.62,-0.2333333333333333,La Nina,Neutral
Bolivia,Coroico,-16.1889,-67.7273,Arabica,2016,4680000.0,163.84,88.62,-0.2333333333333333,La Nina,Neutral
Brazil,Poços de Caldas,-21.78,-46.5692,Arabica/Robusta,2016,3407280000.0,163.84,88.62,-0.2333333333333333,La Nina,Neutral
Burundi,Bukeye,-3.083,29.367,Arabica/Robusta,2016,11760000.0,163.84,88.62,-0.2333333333333333,La Nina,Neutral
Ecuador,Zamora,-4.0692,-78.9567,Arabica/Robusta,2016,38700000.0,163.84,88.62,-0.2333333333333333,La Nina,Neutral
Indonesia,Medan (Sumatra),3.5952,98.6722,Arabica/Robusta,2016,692460000.0,163.84,88.62,-0.2333333333333333,La Nina,Neutral
Madagascar,Antsirabe,-19.865,47.0333,Robusta,2016,27180000.0,163.84,88.62,-0.2333333333333333,La Nina,Neutral
Malawi,Thyolo Town,-16.0703,35.1471,Arabica,2016,1200000.0,163.84,88.62,-0.2333333333333333,La Nina,Neutral
Papua New Guinea,Goroka,-6.083,145.3874,Arabica/Robusta,2016,70260000.0,163.84,88.62,-0.2333333333333333,La Nina,Neutral
Paraguay,Villarrica,-25.75,-56.4333,Arabica,2016,1200000.0,163.84,88.62,-0.2333333333333333,La Nina,Neutral
Peru,Jaén,-5.7091,-78.8047,Arabica,2016,253380000.0,163.84,88.62,-0.2333333333333333,La Nina,Neutral
Rwanda,Huye (Butare),-2.6138,29.7372,Arabica,2016,13860000.0,163.84,88.62,-0.2333333333333333,La Nina,Neutral
Timor-Leste,Ermera,-8.7543,125.3968,Arabica,2016,4920000.0,163.84,88.62,-0.2333333333333333,La Nina,Neutral
Zimbabwe,Mutare City,-18.9707,32.6709,Arabica,2016,900000.0,163.84,88.62,-0.2333333333333333,La Nina,Neutral
Cuba,Santiago de Cuba,20.0169,-75.8302,Arabica,2016,6180000.0,163.84,88.62,-0.2333333333333333,La Nina,Neutral
Dominican Republic,Constanza,18.9092,-70.7506,Arabica/Robusta,2016,24720000.0,163.84,88.62,-0.2333333333333333,La Nina,Neutral
Haiti,Dondon,19.533,-72.2,Arabica,2016,20520000.0,163.84,88.62,-0.2333333333333333,La Nina,Neutral
Philippines,Baguio,16.4023,120.596,Arabica/Robusta,2016,12900000.0,163.84,88.62,-0.2333333333333333,La Nina,Neutral
Tanzania,Moshi,-3.3349,37.3404,Arabica/Robusta,2016,50760000.0,163.84,88.62,-0.2333333333333333,La Nina,Neutral
Zambia,Chipata City,-13.6333,32.65,Arabica,2016,780000.0,163.84,88.62,-0.2333333333333333,La Nina,Neutral
Cameroon,Dschang,5.447,10.05,Arabica/Robusta,2016,17520000.0,163.84,88.62,-0.2333333333333333,La Nina,Neutral
Central African Republic,Berbérati,4.2611,15.7922,Robusta,2016,2220000.0,163.84,88.62,-0.2333333333333333,La Nina,Neutral
Colombia,Armenia,4.5361,-75.6757,Arabica,2016,878040000.0,163.84,88.62,-0.2333333333333333,La Nina,Neutral
Costa Rica,San Marcos,9.6635,-84.0167,Arabica,2016,82320000.0,163.84,88.62,-0.2333333333333333,La Nina,Neutral
Côte d'Ivoire,Abengourou,6.7303,-3.483,Robusta,2016,67020000.0,163.84,88.62,-0.2333333333333333,La Nina,Neutral
Democratic Republic of Congo,Goma,-1.6792,29.2228,Arabica/Robusta,2016,16740000.0,163.84,88.62,-0.2333333333333333,La Nina,Neutral
El Salvador,Apaneca,13.8659,-89.8434,Arabica,2016,36600000.0,163.84,88.62,-0.2333333333333333,La Nina,Neutral
Equatorial Guinea,Bata,1.8639,9.7658,Robusta,2016,0.0,163.84,88.62,-0.2333333333333333,La Nina,Neutral
Ethiopia,Jimma,7.6792,36.834,Arabica,2016,428580000.0,163.84,88.62,-0.2333333333333333,La Nina,Neutral
Gabon,Franceville,-1.6333,13.5833,Robusta,2016,0.0,163.84,88.62,-0.2333333333333333,La Nina,Neutral
Ghana,Akuapim South,5.8598,-0.1867,Robusta,2016,1560000.0,163.84,88.62,-0.2333333333333333,La Nina,Neutral
Guatemala,Antigua Guatemala,14.5586,-90.7295,Arabica/Robusta,2016,221040000.0,163.84,88.62,-0.2333333333333333,La Nina,Neutral
Guinea,Siguiri,11.422,-9.168,Robusta,2016,16200000.0,163.84,88.62,-0.2333333333333333,La Nina,Neutral
Guyana,New Amsterdam,6.25,-57.5167,Robusta,2016,600000.0,163.84,88.62,-0.2333333333333333,La Nina,Neutral
